Cultivar,PI_Num
AgSouth AGS758RR,NA
AgSouth AGS787RR,NA
AgSouth AGS828RR,NA
Agustina,PI 679941
AHW-Pella BC,PI 509044
AK114,NA
AK2811H5-B1BAH,NA
Akasaya,NA
Akibiyori,PI 592789
Akiyoshi,PI 592902
Ako Musume,NA
ALLEN,NA
Alpha,PI 564524
Altona,PI 548504
Amcor,PI 548505
Amcor 89,PI 546375
Amsoy,PI 548506
Amsoy 71,PI 548507
Amsoy Phytophthora 255,NA
Amurskaja 41,NA
Anand,PI 614732
Anand-1-CYST02,NA
Anand-4-CYST02,NA
Anderson,NA
Ankur,PI 462312
Anoka,NA
Aoda,PI 548301
AP 10,PI 556554
AP 120,PI 556682
AP 1275,NA
AP 1650,PI 556883
AP 1776,PI 556853
AP 1989,PI 556884
AP 20,PI 556492
AP 200,PI 548692
AP 2021,PI 556881
AP 2190,PI 556810
AP 225C,PI 556575
AP 230,PI 556627
AP 2324,PI 556885
AP 240,PI 556681
AP 25,PI 556487
AP 250,PI 556607
AP 26,NA
AP 27,PI 556485
AP 2952N,NA
AP 3023,PI 556809
AP 3132,PI 556854
AP 330,PI 556683
AP 350,PI 556625
AP 3773,PI 556855
AP 3977,PI 556882
AP 40,PI 556550
AP 420,PI 556680
AP 4321,PI 556811
AP 55,PI 556626
AP 572STS,PI 603288
AP 70,PI 556553
AP 71,PI 556608
AP 727,PI 603287
AP X0121B74,NA
AP25,PI 556487
AP27,PI 556485
AP6,PI 564270
AP68-1016,NA
AP68-1022,NA
AP68-1119,NA
AP68-1216,NA
AP6M,NA
AP6TW(2YT)(F4)C2,NA
AP9,PI 564271
AP93046-A95-3127E,NA
APHP 20-20,PI 556604
APHP 2530,PI 556677
Apollo,PI 602059
AR02-101001,NA
AR02-101002,NA
AR03-161009,NA
AR03-161013,NA
AR03-163008,PI 669816
AR03-263051,PI 675224
AR03-361019,NA
AR03-361019,NA
AR03-361033,NA
AR03-361062,NA
AR03-361065,NA
AR03-361067,NA
AR04-874013,NA
AR04-874018,NA
AR04-874018,NA
AR04-874024,NA
AR05-150079,NA
AR05-150102,NA
AR05-150109,NA
AR05-250043,NA
AR05-250103,NA
AR05-250104,NA
AR05-250110,NA
AR05-250117,NA
AR05-250118,NA
AR06-164033,NA
AR06-264007,NA
AR06-264025,NA
AR06-364046,NA
AR07-176090,NA
AR0800162,NA
AR0800197,NA
AR09-192019,NA
AR09-291001,NA
AR09-292004,NA
AR0912401,NA
AR0912509,PI 665476
AR10-106008,NA
AR10-206012,NA
AR10-206073,NA
AR10-206075,NA
AR10-306021,NA
AR1011118,PI 669393
AR1011191,PI 669395
AR10SDS,PI 669816
AR11-114002,NA
AR11-114057,NA
AR11-214001,NA
AR11-214015,NA
AR11-214022,NA
AR1111559,PI 672024
AR1111663,PI 669412
AR1111926,PI 669413
AR1111955,PI 672025
AR1112511,PI 672026
AR11SDS,PI 675224
AR1211262,PI 672027
AR1211948,PI 672028
AR14-247080,NA
AR16-262015,NA
AR17-178012,NA
AR17-178013,NA
AR17-178019,NA
AR17-178023,NA
AR17-178026,NA
AR17-178027,NA
AR17-178033,NA
AR17-178036,NA
AR17-178038,NA
AR17-178039,NA
AR17-178040,NA
AR17-278005,NA
AR17-278006,NA
AR17-278007,NA
AR17-278008,NA
AR17-278013,NA
AR17-278014,NA
AR17-378002,NA
AR17-378006,NA
AR17-378009,NA
AR17-378010,NA
AR17-378011,NA
AR17-378015,NA
AR18-181030,NA
AR18-181045,NA
AR18-181072,NA
AR18-181073,NA
AR18-181075,NA
AR18-181079,NA
AR18-181087,NA
AR18-281021,NA
AR18-281022,NA
AR18-281056,NA
AR18-281057,NA
AR18-281062,NA
AR18-281070,NA
AR18-281072,NA
AR18-281096,NA
AR18-381003,NA
AR18-381007,NA
AR18-381009,NA
AR18-381026,NA
AR18-381036,NA
AR18-381042,NA
AR18-381043,NA
AR18-381044,NA
AR18-381046,NA
AR3,NA
AR3 (A00-882130),NA
Archer,PI 546487
Ardir,PI 542064
Arksoy,PI 548438
Arksoy 2913,NA
Armredo,PI 548440
ASG A5403,PI 556861
Asgrow 02-6,NA
Asgrow 03-1,NA
Asgrow A0358,PI 556849
Asgrow A0868,PI 606077
Asgrow A0949,PI 556812
Asgrow A1179,PI 556638
Asgrow A1214,PI 556776
Asgrow A1395,PI 568240
Asgrow A1525,PI 556779
Asgrow A1553,PI 598051
Asgrow A1564,PI 556507
Asgrow A1662,PI 550740
Asgrow A1895,PI 556777
Asgrow A1900,PI 568241
Asgrow A1923,PI 591630
Asgrow A1929,PI 556927
Asgrow A1937,PI 556637
Asgrow A2012,PI 568242
Asgrow A2069,PI 606079
Asgrow A2104,PI 612939
Asgrow A2187,PI 556783
Asgrow A2234,PI 556850
Asgrow A2242,PI 561201
Asgrow A2247,PI 594381
Asgrow A2396,PI 540454
Asgrow A2427,PI 540452
Asgrow A2440,NA
Asgrow A2444,PI 556509
Asgrow A2506,PI 561717
Asgrow A2522,PI 556729
Asgrow A2527,NA
Asgrow A2540,PI 568243
Asgrow A2543,PI 556929
Asgrow A2553,PI 598057
Asgrow A2575,PI 556508
Asgrow A2656,PI 556495
Asgrow A2680,PI 556639
Asgrow A2704,PI 592553
Asgrow A2722,PI 584331
Asgrow A2804,PI 612936
Asgrow A2833,PI 594382
Asgrow A2835,PI 561718
Asgrow A2858,PI 556548
Asgrow A2869,PI 598067
Asgrow A2872,PI 540453
Asgrow A2943,PI 556689
Asgrow A3001,PI 556496
Asgrow A3017,NA
Asgrow A3127,PI 556511
Asgrow A3134,PI 592554
Asgrow A3200,PI 561581
Asgrow A3204,PI 606074
Asgrow A3205,PI 556816
Asgrow A3237,PI 561711
Asgrow A3242,PI 550739
Asgrow A3244,PI 594383
Asgrow A3300,NA
Asgrow A3304,PI 568244
Asgrow A3307,PI 556781
Asgrow A3313,PI 591561
Asgrow A3322,PI 556928
Asgrow A3404,PI 594384
Asgrow A3415,PI 556859
Asgrow A3420,PI 556730
Asgrow A3427,PI 556778
Asgrow A3431,PI 565511
Asgrow A3469,PI 606083
Asgrow A3501,PI 556573
Asgrow A3510,PI 568245
Asgrow A3511,PI 556815
Asgrow A3559,PI 598064
Asgrow A3585,PI 556510
Asgrow A3659,PI 556572
Asgrow A3704,PI 594385
Asgrow A3732,PI 592555
Asgrow A3733,PI 556814
Asgrow A3803,PI 556780
Asgrow A3834,PI 592556
Asgrow A3860,PI 556526
Asgrow A3904,PI 598068
Asgrow A3935,PI 556857
Asgrow A3966,PI 556687
Asgrow A4009,PI 556860
Asgrow A4045,PI 573031
Asgrow A4138,PI 565512
Asgrow A4268,PI 556528
Asgrow A4271,PI 556731
Asgrow A4341,PI 591562
Asgrow A4393,PI 556852
Asgrow A4415,PI 568254
Asgrow A4539,PI 565510
Asgrow A4595,PI 556784
Asgrow A4604,PI 598066
Asgrow A4715,PI 539936
Asgrow A4906,PI 556851
Asgrow A4922,PI 592557
Asgrow A4997,PI 556688
Asgrow A5112,PI 568255
Asgrow A5149,PI 556782
Asgrow A5308,PI 556685
Asgrow A5312,PI 556527
Asgrow A5402,NA
Asgrow A5403,PI 556861
Asgrow A5404,PI 612935
Asgrow A5409,NA
Asgrow A5424,NA
Asgrow A5427,NA
Asgrow A5474,PI 527701
Asgrow A5475,NA
Asgrow A5545,PI 591565
Asgrow A5547,PI 592558
Asgrow A5560,PI 561218
Asgrow A5618,PI 556529
Asgrow A5634RG,NA
Asgrow A5704,PI 598061
Asgrow A5780,NA
Asgrow A5843,PI 591566
Asgrow A5848,PI 594386
Asgrow A5885,PI 561219
Asgrow A5939,PI 556597
Asgrow A5944,PI 594387
Asgrow A5959,PI 598059
Asgrow A5979,PI 556930
Asgrow A5980,PI 527702
Asgrow A6242,PI 556728
Asgrow A6297,PI 556858
Asgrow A6381,PI 527703
Asgrow A6401RG,NA
Asgrow A6520,PI 556690
Asgrow A6711,PI 591481
Asgrow A6785,PI 527704
Asgrow A6961,PI 550738
Asgrow A7258,PI 540456
Asgrow A7372,PI 556686
Asgrow A7852,NA
Asgrow A7986,PI 556813
Asgrow A9243,NA
Asgrow A9309,NA
Asgrow A9641,NA
Asgrow AG 5335,NA
Asgrow AG3803,NA
Asgrow AG3934RR2Y,NA
Asgrow AG4103,NA
Asgrow AG4135,NA
Asgrow AG4232RR2Y,NA
Asgrow AG4403,NA
Asgrow AG4632RR2Y,NA
Asgrow AG4903,NA
Asgrow AG4907,NA
Asgrow AG4933RR2Y,NA
Asgrow AG5332RR2Y,NA
Asgrow AG5501,NA
Asgrow AG5534RR2Y,NA
Asgrow AG5606,NA
Asgrow AG5632RR2Y,NA
Asgrow AG5831RR2Y,NA
Asgrow AG6534,NA
Asgrow AG7733,NA
Asgrow AG7934,NA
Asgrow X3826,NA
Asgrow X3836,NA
Asgrow X5421,NA
Asgrow X5512,NA
Asgrow X5803,NA
Asgrow XP4136,NA
Ashtabula,PI 655938
Asmara,PI 633049
Athow,PI 595926
AU00-027,NA
AU02-0137,NA
AU02-1126,NA
AU02-2814,NA
AU02-2844,NA
AU02-3104,NA
AU02-3223,NA
AU03-2801,NA
AU03-506,NA
AU313,PI 548592
AU82-204,PI 531068
AU82-211,NA
AU82-589,NA
AU83-1018,NA
AU85-1086,NA
AU85-1088,NA
AU85-1797,NA
AU85-1814,NA
AU86-1686,NA
AU86-1874,NA
AU86-2126,NA
AU86-888,NA
AU87-547,PI 584506
AU87-727,NA
AU89-1424,NA
AU89-2256,NA
AU89-2363,NA
AU89-2511,NA
AU89-589,NA
AU90-1698,NA
AU90-442,NA
AU90-519,NA
AU90-585,NA
AU90-592,NA
AU91-13,NA
AU91-1371,NA
AU91-158,NA
AU91-1970,NA
AU91-41,NA
AU91-788,NA
AU92-2427,NA
AU92-3222,NA
AU92-3414,NA
AU92-763,NA
AU92-916,NA
AU93-1839,NA
AU93-868,NA
AU94-2471,NA
AU94-2672,NA
AU94-507,NA
AU94-863,NA
AU96-1353,NA
AU96-1693,NA
AU96-205,NA
AU96-6,NA
AU97-10,NA
AU97-1637,NA
AU97-55,NA
AU99-1849,NA
AU99-1977,NA
AU99-2006,NA
AU99-2729,NA
Avery,PI 518663
Avoyelles,PI 548442
AVRDC AGS 292,NA
AX1390,NA
AX162-12,NA
AX210-39-2,NA
AX227-31,NA
AX29-163-1-2,NA
AX29-267-1-1-2,NA
AX443-2814,PI 665225
AX4735,NA
AX4739,NA
AX4741,NA
AX4742,NA
AX50F40-2,NA
AX50F58-2,NA
AX5152-105,NA
AX55-22-1,NA
AX55-60-3,NA
AX55F24-2,NA
AX55P8-2,NA
AX56P64-1,NA
AX58-58-1,NA
AX58P23-2,NA
AX58P39-3,NA
AX80-21,PI 548550
AX819,PI 548542
AX84-90,PI 548553
AX84-98,PI 548554
AX900-4-3,NA
AX901-40-2,NA
AX930,NA
AX965,NA
AX990,NA
AXN1-55,NA
B. H. Manchu,NA
B01817B006,NA
B04-7820,NA
B05-8046,NA
B070,NA
B095,PI 556767
B117,PI 556843
B152,PI 556657
B186,PI 556503
B203,PI 556653
B217809,NA
B220,NA
B236,PI 556821
B242,PI 556646
B314028,NA
B335,PI 556766
B3491N,NA
B51152,NA
B640235,NA
B821241,NA
BA 015355,NA
BA 743303,NA
BA017536,NA
BA018212,NA
BA743303,NA
BA847094,NA
BA914285,NA
BARC-6,NA
BARC-7,PI 555397
Barc6,NA
Barchet,PI 548443
Barnes,PI 614831
Baron,NA
Bass,PI 548652
Bavender Special,NA
Bavender Special-2,NA
Bay,PI 553043
BC 1413,NA
BC3467878,NA
BC38467881,NA
BC41267383,NA
BC41267385,NA
BC45036483,NA
BC45036488,NA
BD21115,NA
BD21117,PI 548594
BD22115-13,NA
Bedford,PI 548974
Beechwood,PI 556517
Beeson,PI 548510
Beeson 80,NA
Beeson 80 BC6,PI 548538
Bell,PI 540554
Bellatti L-263,NA
Bellatti-R-77-84,PI 556698
Benning,PI 595645
Benning-ME,PI 679958
Benning-MGHE,PI 679959
Benning-RR,NA
Bert,PI 557010
Bethel,PI 548514
BG4184,PI 664263
BG4184Y,PI 664263
BG4272,PI 666952
BG4277,PI 666951
BG4284,PI 666957
Bicentennial,PI 548515
Bienville,NA
Big Boy,PI 556540
Bilomi No. 3,NA
Biloxi,PI 548444
Birch,PI 556705
Bitterhof,PI 189880
BK-17-1-4,NA
BK1011572,PI 669390
BK22-1-3,NA
Blackeye,PI 548307
Blackeye Edible,NA
Blackhawk,PI 548516
Blue Side,PI 632950
Blue Side-BB,NA
BM-7,PI 619049
BN0800007,NA
BN1012650,PI 669400
BN1110075,PI 669404
Boggs,PI 602597
Boggs RR,NA
Bolivar,PI 612146
BOLIVAR-2-LOAM02,NA
Bonus,PI 548517
Boone,PI 548309
Bradford,NA
Bradley,PI 556738
Bragg,PI 548660
Braxton,PI 548659
Brim,PI 548986
Brock,PI 572241
Bronson,PI 577798
Brookings,PI 667735
Brooks,PI 556545
Brown Soybean,NA
Bryan,PI 542712
Brysoy 58,NA
Brysoy 74,NA
Brysoy 9,PI 556491
BS-141,PI 628354
BS-208,PI 628355
BSR 101,PI 548519
BSR 201,NA
BSR 301,PI 548522
BSR 302,PI 548525
BT 1422,PI 555463
BT 1790,PI 542393
BT 2585,PI 542399
BT 2877,PI 555464
BT 2911,PI 591567
BT 2919,PI 561589
Buccaneer,PI 556468
Buckshot 723,PI 543832
Burdette #12,NA
Burdette #13,NA
Burdette #19,NA
Burdette #20,NA
Burlison,PI 533655
Burnette,NA
BV-4,NA
BY0800071,NA
BY0800148,NA
BY0800231,NA
BY0912928,PI 669411
BY0912931,PI 665488
BY1012225,PI 669391
BY1012307,PI 669431
BY1012348,PI 669430
BY1113023,PI 672029
BY1113148,PI 669423
BY1212083,PI 672030
BY1212201,PI 672031
BY1212223,PI 672032
C-Union BC,PI 548636
C.N.S-4,NA
C.N.S.,NA
C0179,NA
C04065,NA
C05526R002,NA
C101,NA
C1013,NA
C1024,NA
C1048,NA
C1056,NA
C1057,NA
C1060,NA
C1065,NA
C1066,NA
C1067,NA
C1068,PI 548586
C1069,NA
C1070,NA
C1071,NA
C1074,NA
C1076,NA
C1078,NA
C1079,NA
C11,NA
C1105,NA
C1106,NA
C1117,PI 548589
C1128,NA
C1160,NA
C1176,NA
C1212,NA
C1213,NA
C1220,NA
C1223,NA
C1225,PI 548503
C1245,NA
C1253,NA
C1255,NA
C1264,NA
C1265,NA
C1266,NA
C1266R,NA
C1268,NA
C1270,NA
C1273,NA
C1276,NA
C1278,PI 548547
C1282,NA
C1291,NA
C1294,NA
C1294R,NA
C1296,NA
C1299,NA
C1301,NA
C1306,NA
C1311,NA
C1315,PI 548590
C1317,NA
C1317-71,NA
C1317-71-99,NA
C1335,NA
C1336,NA
C1347,NA
C1362,NA
C1367,NA
C1375,NA
C1376,PI 548528
C1421,NA
C1423,NA
C1424,NA
C1426,NA
C1429,PI 548510
C143,NA
C1430,NA
C1431,NA
C1432,NA
C1435,NA
C1437,PI 548527
C1439,NA
C1447,NA
C1449,NA
C1452,NA
C1453,NA
C1455,NA
C1456,NA
C1457,NA
C146,NA
C1470,PI 548630
C1471,NA
C1473,NA
C1474,PI 548517
C1475,NA
C1476,NA
C1477,NA
C1479,NA
C148,NA
C1480,NA
C1481,PI 548518
C1483,NA
C149,NA
C150,NA
C1504,NA
C1506Y,NA
C1508,NA
C151,NA
C1512,NA
C1512-44,NA
C1514,NA
C1515,NA
C1518,NA
C1520,NA
C1523,NA
C1528,NA
C1529,NA
C153,NA
C1532,NA
C154,NA
C1541,NA
C1545,PI 548512
C155,NA
C1553,NA
C1558,NA
C1559,NA
C156,NA
C1566,NA
C1573,NA
C1598,NA
C160,NA
C1603,NA
C162,NA
C1623,NA
C1625,NA
C1627,NA
C1628,NA
C163,NA
C1631,NA
C1635,NA
C1636,NA
C1638,NA
C164,NA
C1640,NA
C1647,NA
C1653,PI 52554
C1655,NA
C1657,NA
C1665,NA
C167,NA
C1678,NA
C168,NA
C169,PI 548330
C1692,NA
C1695,NA
C170,NA
C171,NA
C1717,NA
C172,NA
C1720,NA
C1726,PI 532833
C1727,NA
C173,NA
C1732,NA
C1736,NA
C1738,NA
C174,NA
C1742,NA
C1747,NA
C175,NA
C1758,NA
C1764,NA
C1768,NA
C178,NA
C180,NA
C1813,NA
C183,NA
C1842,NA
C185,NA
C1875,PI 595926
C1907,NA
C1939,NA
C1944,PI 599584
C1954,NA
C1963,NA
C1979,NA
C1981,NA
C2,NA
C232,NA
C233,NA
C235,NA
C240,NA
C28,NA
C39,NA
C3S1-53,NA
C3S1-57,NA
C3S1-62,NA
C3S1-69,NA
C3S1-71,NA
C4,NA
C40,NA
C425,NA
C439,NA
C447,NA
C453,NA
C458,NA
C461,NA
C463,PI 548626
C464,NA
C470,NA
C490,NA
C499,NA
C500,NA
C501,NA
C502,NA
C508,NA
C509,NA
C56,NA
C6,NA
C60,NA
C612,PI 548603
C62,NA
C66,NA
C683,NA
C7,NA
C72,NA
C739,NA
C764,NA
C776,NA
C789,NA
C79,NA
C790,NA
C791,NA
C799,NA
C805,NA
C83,NA
C84,NA
C859,NA
C873,NA
C91,NA
C931,NA
C976,NA
C977,NA
C978,NA
C979,NA
C981,NA
C983,NA
C985,NA
C986,NA
CA14387615,NA
CA4135092,NA
Cajeme,NA
Calhoun,PI 576440
Calland,PI 548527
Camp,PI 553044
Capital,PI 548311
Carlin,PI 548669
Cartter,PI 518675
Carver,PI 584506
Cavalier,PI 654358
Caviness,PI 615582
Caviness-RR,NA
Cayuga,PI 548312
CBN 1900 HO,NA
CC1211481,PI 672033
CC1211818,PI 672034
CC1216972,PI 672035
CC1217018,PI 672036
CE1210923,PI 672037
CE1211033,PI 672038
CE1211211,PI 672039
Celeste,NA
Centennial,PI 548975
Century,PI 548512
Century 84,PI 548529
CF 492,PI 590931
CF461,PI 590932
CFS 2000,PI 546499
Chamberlain,PI 548635
Chapman,PI 542710
Charlee,PI 548446
Charleston,PI 567902
Charleston BC,NA
Cherokee,PI 548447
Chesapeake,PI 583366
Chico,PI 542402
Chief,PI 548314
Chippewa,PI 548530
Chippewa 64,PI 548531
Cisne,PI 593256
CL06-121119,NA
CL0911444,PI 665480
CL0911453,NA
CL0911488,NA
CL0911610,PI 665478
CL0911639,NA
CL0911650-2,NA
CL0J095-4,NA
CL0J095-4-6,NA
CL0J173-6-2,NA
CL0J173-6-8,NA
CL0J177-9,NA
CL1013663,PI 665481
CL1013665,PI 665479
CL1013675,PI 665482
CL575743,NA
CL605723,NA
CL800127,NA
CL984701,NA
Clark,PI 548533
Clark 63,PI 548532
Classic I,PI 556493
Classic II,PI 556505
Clay,PI 548534
Clemens Comet,NA
Clemson,PI 548448
Clermont,NA
Clifford,PI 596414
Clifford RR,NA
CLOJ173-6-2,NA
CLOJ173-6-8,NA
Cloud,NA
CM1,NA
CM119,NA
CM121,NA
CM127,NA
CM145,NA
CM147,NA
CM148,NA
CM21,NA
CM29,NA
CM293,NA
CM30,NA
CM304,NA
CM31,NA
CM4022,NA
CM497,NA
CM53,NA
CM61,NA
CM79,NA
CM9,NA
CN210,NA
CN290,NA
CO-OP 500,PI 556551
Cobb,PI 548664
Codington,PI 667736
Coker 136,PI 556514
Coker 156,NA
Coker 208,NA
Coker 237,PI 556536
Coker 240,NA
Coker 317,NA
Coker 318,NA
Coker 3207,NA
Coker 338,PI 556515
Coker 355,PI 556742
Coker 368,PI 556696
Coker 393,PI 556741
Coker 425,PI 556744
Coker 433,NA
Coker 4504,NA
Coker 485,NA
Coker 488,PI 556537
Coker 5322,NA
Coker 56-251,NA
Coker 56-3492,NA
Coker 57-225,NA
Coker 57-248,NA
Coker 57-257,NA
Coker 58-240,NA
Coker 58-266,NA
Coker 60-231,NA
Coker 627,PI 556825
Coker 6307,NA
Coker 6718,NA
Coker 6727,NA
Coker 6738,NA
Coker 68-38,NA
Coker 68-41,NA
Coker 6847,NA
Coker 686,PI 556827
Coker 69-119,NA
Coker 6955,NA
Coker 71-211,NA
Coker 71-222,NA
Coker 72-286,NA
Coker 73-410,PI 556537
Coker 73-473,NA
Coker 74-546,NA
Coker 75-756,NA
Coker 76-853,NA
Coker 76-863,NA
Coker 76-927,NA
Coker 79-501,NA
Coker 79-760,NA
Coker 80-764,NA
Coker 80-917,NA
Coker 82-537,NA
Coker 82-622,NA
Coker 82-645,NA
Coker 85-483,NA
Coker Hampton 266A,NA
Coles,PI 548536
Colfax,PI 573008
Colland,NA
Collier,PI 556727
Colquitt,PI 536009
Columbus,PI 548538
Comet,PI 548539
Conrad,PI 525453
Cook,PI 553045
Cordell,PI 533605
Corsica,PI 559931
Corsoy,PI 548540
Corsoy 79,PI 518669
Corsoy R3,NA
Council,PI 587091
CR03-540,NA
CR12-735TP,NA
CR12-859TP,NA
CR14-5524,NA
CR14-6116,NA
CR14-7814,NA
CR14-7871,NA
CR144155,NA
CR147814,NA
CR147839,NA
CR15-0558,NA
CR15-0616,NA
CR15-0619,NA
CR15-0635,NA
CR15-0636,NA
CR15-0638,NA
CR15-0899,NA
CR15-1369,NA
CR15-1378,NA
CR15-1382,NA
CR15-1385,NA
CR15-2189,NA
CR15-2225,NA
CR15-2775,NA
CR16-0008,NA
CR16-0011,NA
CR16-0014,NA
CR16-0016,NA
CR16-0020,NA
CR16-0023,NA
CR16-0024,NA
CR16-0025,NA
CR16-0027,NA
CR16-0029,NA
CR16-0030,NA
CR16-0031,NA
CR16-0032,NA
CR16-0033,NA
CR16-0035,NA
CR16-0037,NA
CR16-0042,NA
CR16-0053,NA
CR16-0058,NA
CR16-0059,NA
CR16-0067,NA
CR16-0070,NA
CR16-0076,NA
CR16-0106,NA
CR16-0107,NA
CR16-0110,NA
CR16-0112,NA
CR16-0113,NA
CR16-0116,NA
CR16-0117,NA
CR16-0120,NA
CR16-0124,NA
CR16-0125,NA
CR16-0129,NA
CR16-0130,NA
CR16-0153,NA
CR16-0154,NA
CR16-0155,NA
CR16-0156,NA
Crawford,PI 548541
Creole,PI 71614
Crest,PI 548544
Crockett,PI 535807
Croton 3.9,PI 614153
CRS-998-24-1,NA
CRS3,NA
CRS3-998-24-1,NA
CRS7C1-13-1,NA
CS20,PI 556628
CS24,PI 556651
CS30,PI 556652
CS31,PI 556630
CS38,PI 556631
CS42,PI 556650
CS45,PI 556629
CSR 3322,NA
Cumberland,PI 548542
Custer,PI 548546
Cutler,PI 548547
Cutler 71,PI 548518
CX 290,PI 556525
CX025,PI 595350
CX046,PI 590256
CX075,PI 603791
CX1039-99,NA
CX105,PI 603798
CX117,PI 556887
CX121,PI 562628
CX1307-205,NA
CX132,PI 596795
CX1339-30,NA
CX145,PI 590257
CX1515-4,NA
CX1517,PI 599584
CX1517-171,NA
CX1538-70-11-1,NA
CX160c,PI 603805
CX166-103N-1,NA
CX168-46-5,NA
CX169-9-2,NA
CX1705R-108,NA
CX173,PI 590517
CX1834,NA
CX1834-1-2,NA
CX1834-1-6,NA
CX192-28-3,NA
CX193-88-3,NA
CX195,PI 603807
CX197,PI 595351
CX202C,PI 603794
CX205,PI 596796
CX207c,PI 610434
CX210,PI 546480
CX2239-50,NA
CX228,PI 583741
CX229,PI 595352
CX230,PI 603792
CX231-108-2-8-1-5-1,NA
CX231-108-2-8-1-5-5,NA
CX231-187-1-2-1-4,NA
CX231-261-1-1-1,NA
CX232,PI 576163
CX235C,PI 596794
CX248,PI 562637
CX252,NA
CX253,PI 603793
CX255,PI 598220
CX257RR,PI 603790
CX258-2-3-2,NA
CX260c,PI 583764
CX262RR,PI 607981
CX267,PI 554604
CX277,PI 603789
CX278,PI 590518
CX280c,PI 595355
CX284c,PI 603806
CX289,PI 590519
CX291,PI 547094
CX291-42-1,NA
CX292C,PI 596790
CX295,PI 603796
CX297,PI 595353
CX298,PI 556888
CX299c,PI 610433
CX300,PI 607982
CX302c,PI 605706
CX313,PI 576164
CX314,PI 576165
CX314-50,NA
CX314-56,NA
CX314-81,NA
CX329,PI 556931
CX331-129-2-2-2,NA
CX331-407-1-1-2,NA
CX331-51-14-1-7-4,NA
CX331-97-1-3-1,NA
CX335,PI 576160
CX339C,PI 596798
CX351,PI 590520
CX360,PI 590521
CX363,PI 596797
CX364c,PI 603797
CX368,PI 590522
CX369c,NA
CX373,PI 596791
CX375,PI 595354
CX377,PI 583743
CX383RR,PI 610435
CX392RR,PI 603800
CX393c,PI 603795
CX394c,PI 576161
CX399,PI 583744
CX402STS,PI 603788
CX405RR,PI 610432
CX407,NA
CX407BC7-255,NA
CX407BC7-310,NA
CX407BC7-326,NA
CX407BC7-50,NA
CX407BC7-53,NA
CX411,PI 576166
CX412,NA
CX413,NA
CX414cRR,PI 610431
CX419RR,PI 603799
CX420C,PI 596792
CX431-281-1-7-2,NA
CX433RR,PI 607980
CX434,PI 576162
CX445,PI 583745
CX450c,PI 595356
CX456RR,PI 603801
CX458,PI 556889
CX463-3,NA
CX469c,PI 556932
CX470C,PI 596793
CX478,PI 583746
CX494,PI 595357
CX496c,PI 603802
CX499c,PI 590523
CX510c,PI 595358
CX531,NA
CX531-265-1-5-5,NA
CX531-265-2-1-1,NA
CX531-265-2-1-1-2,NA
CX531-265-2-1-1-6,NA
CX531-265-2-1-1-7,NA
CX531-265-2-1-1-8,NA
CX531-265-2-1-2,NA
CX531-468-3-3-2,NA
CX531-468-3-3-2-3,NA
CX531-468-3-3-2-7,NA
CX570C,PI 599308
CX731-128-1-3,NA
CX731-63-1-1,NA
CX731-66-1-1,NA
CX797-21,NA
CX831-151-2-5-2-5,NA
CX831-362-1-3-1-6-5,NA
CX831-88-3-1-3-3,NA
CX931-1,NA
Cyclone,NA
Cypress 6000,PI 556649
Cypress No. 1,PI 548670
CZ 4540 LL,PI 677229
CZ 4818 LL,NA
CZ 5147 LL,PI 677231
CZ 5225 LL,PI 677232
CZ 5445 LL,PI 677233
CZ 5515 LL,PI 677234
CZ 5727 LL,PI 677235
CZ 5947 LL,PI 677236
CZ 6109 LL,PI 677237
CZ 6316 LL,PI 677238
CZ 6515 LL,PI 677239
CZ 7007 LL,PI 677240
CZ 7132 LL,PI 677241
D-1,NA
D-10,NA
D-12,NA
D-8,NA
D0-9-2-1-2,NA
D00782,NA
D01306,NA
D02279,NA
D08006,NA
D09233,NA
D3003,NA
D4127789,PI 651309
D414-714,NA
D417-721,NA
D418-177,NA
D418-177,NA
D4201139,PI 651312
D421-737,NA
D4210110,PI 651310
D4253854,PI 651311
D4311702,PI 671977
D4328762,PI 651315
D4422957,PI 651518
D4483789,PI 651314
D45-2437,NA
D4523081,PI 651313
D48-1248,NA
D49-247,NA
D49-2477,NA
D49-2491,NA
D49-2510,NA
D49-2524,PI 548656
D49-2525,NA
D49-2570,NA
D49-2573,NA
D49-507,NA
D49-533,NA
D49-588,NA
D49-757,NA
D49-772,NA
D49-854,NA
D49-977,NA
D50-1633,NA
D50-203,NA
D50-204,NA
D5032147,PI 656332
D5064,NA
D5086205,PI 656333
D51-4839,NA
D51-4863,NA
D51-4871,NA
D51-4877,NA
D51-4888,PI 548980
D51-4891,NA
D51-4969,NA
D51-4977,NA
D51-5052,NA
D51-5091,NA
D51-5100,NA
D51-5108,NA
D51-5427,NA
D512-3,NA
D5123854,PI 656334
D5124759,PI 656335
D514-13,NA
D514-20,NA
D5142326,PI 656336
D517-14,NA
D517-3,NA
D517-3,NA
D517-4,NA
D52-108,NA
D52-13,NA
D52-131,NA
D52-137,NA
D52-14,NA
D52-16,NA
D52-1776,NA
D52-18,NA
D52-187,NA
D52-1951,NA
D52-203,NA
D52-212,NA
D52-217,NA
D52-23,NA
D52-52,NA
D52-78,NA
D52-810,NA
D52-834,NA
D5223512,PI 658046
D523-25,NA
D523-30,NA
D523-41,NA
D5231451,PI 656338
D5232589,PI 656337
D53-1254,NA
